<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,23/09/16,00:00:00,1000.1000000,1000.1000000,987.2100000,993.9400000,416188500
RTSI,D,26/09/16,00:00:00,985.3600000,990.5100000,978.3900000,986.8300000,375701673
RTSI,D,27/09/16,00:00:00,985.5400000,986.1200000,972.3800000,973.1800000,389178827
RTSI,D,28/09/16,00:00:00,975.4900000,984.1300000,972.7600000,975.3100000,360340264
RTSI,D,29/09/16,00:00:00,998.3600000,1001.7300000,994.9800000,998.1700000,399173962
RTSI,D,30/09/16,00:00:00,993.3800000,994.6800000,982.8000000,990.8800000,473336261
RTSI,D,03/10/16,00:00:00,993.1900000,1006.6700000,992.2200000,1004.6900000,399108175
RTSI,D,04/10/16,00:00:00,1005.4200000,1005.5300000,995.8300000,1000.8400000,368891374
RTSI,D,05/10/16,00:00:00,997.8000000,998.4900000,989.4300000,997.1100000,417796816
RTSI,D,06/10/16,00:00:00,996.8800000,1004.2500000,993.4100000,1004.2500000,342264708
RTSI,D,07/10/16,00:00:00,1007.2000000,1008.8800000,996.2400000,1002.0700000,429971289
RTSI,D,10/10/16,00:00:00,1003.2900000,1018.9800000,998.3500000,1017.8800000,432475740
RTSI,D,11/10/16,00:00:00,1016.6700000,1016.8200000,1003.1900000,1005.4800000,430432935
RTSI,D,12/10/16,00:00:00,1005.1400000,1010.0200000,993.5100000,995.9600000,401825679
RTSI,D,13/10/16,00:00:00,995.2000000,995.2000000,978.8100000,987.9900000,401587385
RTSI,D,14/10/16,00:00:00,987.7200000,989.7500000,980.7600000,983.0400000,316667262
RTSI,D,17/10/16,00:00:00,982.8400000,985.4000000,976.2600000,977.3000000,361271332
RTSI,D,18/10/16,00:00:00,977.5100000,989.6400000,977.5100000,986.9400000,335223016
RTSI,D,19/10/16,00:00:00,988.9400000,996.9900000,987.8400000,995.2300000,291625141
RTSI,D,20/10/16,00:00:00,994.9700000,995.2300000,987.3100000,987.4800000,308573840
RTSI,D,21/10/16,00:00:00,986.9300000,989.1500000,982.4100000,986.3700000,280281473
RTSI,D,24/10/16,00:00:00,990.3300000,997.4500000,989.0800000,993.7700000,346975894
RTSI,D,25/10/16,00:00:00,995.7100000,1007.6900000,995.2400000,1002.2600000,412851714
RTSI,D,26/10/16,00:00:00,999.3800000,1000.8500000,987.1200000,989.5200000,328510167
RTSI,D,27/10/16,00:00:00,989.2400000,997.2700000,984.8200000,992.6700000,358016989
RTSI,D,28/10/16,00:00:00,994.0500000,994.0500000,988.0400000,992.2300000,280351333
RTSI,D,31/10/16,00:00:00,991.7600000,991.7600000,985.6700000,988.7400000,440326944
RTSI,D,01/11/16,00:00:00,989.9100000,1000.3100000,989.9100000,996.6300000,524712137
RTSI,D,02/11/16,00:00:00,989.6200000,990.0000000,971.3500000,973.0900000,584486783
RTSI,D,03/11/16,00:00:00,977.6400000,977.8200000,968.5500000,971.2000000,399525333
RTSI,D,07/11/16,00:00:00,973.4000000,976.3800000,963.9700000,963.9700000,449705237
RTSI,D,08/11/16,00:00:00,970.1400000,975.4700000,969.7400000,972.6600000,385213279
RTSI,D,09/11/16,00:00:00,959.4500000,994.8300000,958.3300000,990.3500000,831529448
RTSI,D,10/11/16,00:00:00,995.0900000,1021.9700000,993.8400000,993.8400000,1081557429
RTSI,D,11/11/16,00:00:00,983.7600000,993.3600000,970.1500000,970.1500000,700797962
RTSI,D,14/11/16,00:00:00,974.8600000,980.5700000,956.3600000,960.3200000,503126481
RTSI,D,15/11/16,00:00:00,966.2200000,988.4400000,966.2200000,980.4700000,494510358
RTSI,D,16/11/16,00:00:00,993.9000000,997.9500000,979.9700000,989.6800000,493961013
RTSI,D,17/11/16,00:00:00,987.1100000,1001.0200000,983.6500000,995.8900000,461269644
RTSI,D,18/11/16,00:00:00,992.3800000,995.5000000,984.4800000,990.7700000,330206932
RTSI,D,21/11/16,00:00:00,995.3700000,1014.8800000,995.3700000,1014.8800000,393429233
RTSI,D,22/11/16,00:00:00,1016.8100000,1027.5500000,1014.9300000,1016.8400000,525308718
RTSI,D,23/11/16,00:00:00,1022.2600000,1024.2300000,1009.1800000,1016.9500000,402624914
RTSI,D,24/11/16,00:00:00,1019.6200000,1031.6300000,1016.9700000,1028.8600000,493411532
RTSI,D,25/11/16,00:00:00,1027.0300000,1030.7900000,1017.1600000,1018.5100000,480539077
RTSI,D,28/11/16,00:00:00,1017.7900000,1021.9100000,1010.6500000,1018.1800000,426153062
RTSI,D,29/11/16,00:00:00,1016.4800000,1017.9900000,1004.0000000,1005.8200000,499591556
RTSI,D,30/11/16,00:00:00,1010.3300000,1034.5300000,1006.4800000,1029.0500000,908823163
RTSI,D,01/12/16,00:00:00,1036.6300000,1053.0500000,1036.6300000,1047.4300000,646350803
RTSI,D,02/12/16,00:00:00,1044.4600000,1054.5200000,1036.8400000,1050.2100000,528792693
RTSI,D,05/12/16,00:00:00,1048.8500000,1072.8600000,1047.1000000,1069.1000000,568731925
RTSI,D,06/12/16,00:00:00,1065.8700000,1076.2300000,1059.7900000,1059.9700000,604759322
RTSI,D,07/12/16,00:00:00,1062.2700000,1071.0700000,1058.7100000,1066.7500000,452289431
RTSI,D,08/12/16,00:00:00,1080.7500000,1097.3900000,1078.0300000,1097.3900000,900220722
RTSI,D,09/12/16,00:00:00,1100.9300000,1110.1400000,1095.3200000,1110.1400000,746410298
RTSI,D,12/12/16,00:00:00,1118.6400000,1151.9800000,1118.6400000,1148.5900000,1139850637
RTSI,D,13/12/16,00:00:00,1148.6100000,1164.1500000,1140.3800000,1164.1500000,810316069
RTSI,D,14/12/16,00:00:00,1168.6600000,1170.5100000,1141.5200000,1148.9200000,717629437
RTSI,D,15/12/16,00:00:00,1125.0600000,1141.2400000,1124.0800000,1138.0700000,1001770021
RTSI,D,16/12/16,00:00:00,1142.6300000,1148.6100000,1134.2700000,1135.5600000,762731420
RTSI,D,19/12/16,00:00:00,1133.3600000,1139.6200000,1130.0600000,1130.0600000,443299894
RTSI,D,20/12/16,00:00:00,1126.8600000,1142.7400000,1122.5000000,1142.5400000,466458967
RTSI,D,21/12/16,00:00:00,1141.7900000,1153.5000000,1139.7600000,1140.8800000,672078220
RTSI,D,22/12/16,00:00:00,1135.3100000,1137.1900000,1122.0800000,1125.8000000,618926839
RTSI,D,23/12/16,00:00:00,1123.5800000,1133.1300000,1108.7400000,1117.9200000,433617811
RTSI,D,26/12/16,00:00:00,1121.0900000,1131.8000000,1120.7000000,1124.6500000,198995619
RTSI,D,27/12/16,00:00:00,1123.0200000,1136.9300000,1123.0200000,1135.7900000,246797398
RTSI,D,28/12/16,00:00:00,1137.7300000,1144.4600000,1134.8500000,1138.3100000,394520337
RTSI,D,29/12/16,00:00:00,1139.5300000,1148.0200000,1133.3700000,1144.2600000,432081835
RTSI,D,30/12/16,00:00:00,1150.3200000,1152.3300000,1132.6600000,1152.3300000,418330183
RTSI,D,03/01/17,00:00:00,1147.2900000,1194.9200000,1147.2900000,1189.3200000,588691553
RTSI,D,04/01/17,00:00:00,1181.5200000,1182.7000000,1163.4000000,1176.6900000,417725882
RTSI,D,05/01/17,00:00:00,1180.4300000,1191.2600000,1172.8000000,1180.3100000,467234996
RTSI,D,06/01/17,00:00:00,1177.1200000,1179.9400000,1165.4200000,1172.5900000,345671549
RTSI,D,09/01/17,00:00:00,1172.1200000,1176.1400000,1158.5900000,1160.2700000,376680812
RTSI,D,10/01/17,00:00:00,1158.5600000,1175.9100000,1155.7500000,1175.0100000,603702932
RTSI,D,11/01/17,00:00:00,1169.5400000,1174.0900000,1151.5400000,1155.5000000,605966638
RTSI,D,12/01/17,00:00:00,1173.0600000,1181.9800000,1172.6000000,1175.2800000,657952300
RTSI,D,13/01/17,00:00:00,1175.3100000,1177.0000000,1151.5900000,1158.1900000,714350483
RTSI,D,16/01/17,00:00:00,1158.8500000,1164.9700000,1151.0500000,1151.0500000,401803166
RTSI,D,17/01/17,00:00:00,1152.5100000,1162.2500000,1151.4700000,1156.4700000,477896965
RTSI,D,18/01/17,00:00:00,1156.4300000,1166.3400000,1151.0000000,1151.6500000,517227566
RTSI,D,19/01/17,00:00:00,1148.6200000,1157.3600000,1132.1200000,1136.6200000,626464147
RTSI,D,20/01/17,00:00:00,1140.6200000,1143.0400000,1133.4500000,1138.9900000,531177171
RTSI,D,23/01/17,00:00:00,1138.8500000,1141.5600000,1132.0400000,1137.6700000,442413947
RTSI,D,24/01/17,00:00:00,1136.9500000,1155.4700000,1136.9500000,1155.3800000,571860998
RTSI,D,25/01/17,00:00:00,1156.6000000,1161.2600000,1150.2800000,1159.7900000,538229249
RTSI,D,26/01/17,00:00:00,1153.5700000,1163.9100000,1151.1500000,1163.6200000,730058864
RTSI,D,27/01/17,00:00:00,1160.8300000,1195.6100000,1158.0900000,1195.6100000,842594500
RTSI,D,30/01/17,00:00:00,1192.1100000,1192.1100000,1169.9800000,1175.6400000,520563915
RTSI,D,31/01/17,00:00:00,1174.0600000,1175.7300000,1161.2700000,1164.1500000,557635758
